<<<<<<< HEAD
=======
qid,docid
25_3,7882907
25_3,2877166
25_3,5489412
25_3,2366613
25_3,2241805
25_3,439722
25_3,777244
25_3,3035717
25_3,7374884
25_3,3900841
25_3,1167749
25_3,1607942
25_3,2349522
25_3,2366617
25_3,6595863
25_3,267024
25_3,7989751
25_3,2366611
25_3,5489408
25_3,7074034
25_3,1941199
25_3,8576042
25_3,2076086
25_3,2993432
25_3,5489416
25_3,5874071
25_3,8610942
25_3,8286585
25_3,4721885
25_3,1941192
25_3,1872159
25_3,2315329
25_3,1893196
25_3,2021276
25_3,2668174
25_3,930731
25_3,874200
25_3,3965112
25_3,6961812
25_3,662086
25_3,149954
25_3,8819649
25_3,8084890
25_3,3146717
25_3,5194249
25_3,5855016
25_3,851336
25_3,5831719
25_3,4401077
25_3,8786218
25_3,3109820
25_3,3597555
25_3,1066097
25_3,5070555
25_3,844096
25_3,2998720
25_3,7096980
25_3,4668276
25_3,5194247
25_3,6026188
25_3,4556790
25_3,2315331
25_3,5140250
25_3,5710657
25_3,5081184
25_3,3665690
25_3,4365473
25_3,5194245
25_3,1387727
25_3,777246
25_3,8172267
25_3,2998066
25_3,707788
25_3,4332168
25_3,930735
25_3,1387732
25_3,4303676
25_3,6103996
25_3,851337
25_3,6630941
25_3,1824725
25_3,4231752
25_3,747520
25_3,6235521
25_3,6630942
25_3,6026185
25_3,8181509
25_3,7252149
25_3,5297779
25_3,7622532
25_3,5386824
25_3,7485942
25_3,5156730
25_3,7479112
25_3,2998065
25_3,4313683
25_3,1132400
25_3,7622538
25_3,1893198
25_3,2241804
25_3,4556791
25_3,7550473
25_3,7915492
25_3,5417927
25_3,5417921
25_3,1066099
25_3,7074030
25_3,777243
25_3,851335
25_3,707789
25_3,7074033
25_3,3177007
25_3,1824726
25_3,8527880
25_3,1943166
25_3,2315330
25_3,8610938
25_3,6636764
25_3,1056359
25_3,9377
25_3,8610939
25_3,7854117
25_3,8028698
25_3,3807663
25_3,2940834
25_3,6091933
25_3,777247
25_3,2975351
25_3,1066100
25_3,2867347
25_3,7404627
25_3,6306095
25_3,439718
25_3,6595864
25_3,1495944
25_3,7668316
25_3,3863098
25_3,2727747
25_3,7252146
25_3,7404626
25_3,3839859
25_3,3722048
25_3,3000119
25_3,4365468
25_3,7882904
25_3,2428617
25_3,3736756
25_3,1056354
25_3,4910414
25_3,3521846
25_3,941250
25_3,1893201
25_3,1387733
25_3,8147003
25_3,1066096
25_3,583122
25_3,473592
25_3,447010
25_3,7252145
25_3,7622536
25_3,3863094
25_3,8798155
25_3,4141970
25_3,4919653
25_3,6103994
25_3,2329944
25_3,1975500
25_3,8391776
25_3,5417928
25_3,941249
25_3,4910411
25_3,8785728
25_3,6857563
25_3,4478566
25_3,4435084
25_3,1020733
25_3,7622534
25_3,777825
25_3,7016167
25_3,7622537
25_3,7440291
25_3,2807376
25_3,4134523
25_3,4452547
25_3,4009850
25_3,4950630
25_3,3900835
25_3,3900836
25_3,1589855
25_3,4919647
25_3,4141972
25_3,8816334
25_3,844099
25_3,6972720
25_3,2363826
25_3,447018
25_3,4708605
25_3,4890552
25_3,6549419
25_3,6695644
25_3,3965116
25_3,267023
25_3,6667723
25_3,2315325
25_3,777248
25_3,7000602
25_3,6952844
25_3,1975498
25_3,2940832
25_3,4551043
25_3,325839
25_3,4141979
25_3,6159177
25_3,5347846
25_3,777242
25_3,2183529
25_3,1167750
25_3,6165092
25_3,4009849
25_3,325840
25_3,2363831
25_3,4134518
25_3,1255809
25_3,2729921
25_3,2975347
25_3,6617178
25_3,1607941
25_3,3126028
25_3,2021269
25_3,707781
25_3,2241809
25_3,4009854
25_3,486420
25_3,5906413
25_3,6549420
25_3,3000116
25_3,4993668
25_3,2352803
25_3,350404
25_3,3965117
25_3,2998723
25_3,3509372
25_3,3855669
25_3,6159178
25_3,4113502
25_3,7824620
25_3,5140248
25_3,8762116
25_3,6103999
25_3,4783187
25_3,312628
25_3,2698161
25_3,3807659
25_3,5070562
25_3,2363824
25_3,707790
25_3,5193379
25_3,4993667
25_3,5167730
25_3,4401075
25_3,4556789
25_3,3900833
25_3,2366618
25_3,1387728
25_3,4009853
25_3,5655012
25_3,777241
25_3,6131991
25_3,6431023
25_3,7550471
25_3,7550470
25_3,2786579
25_3,4556787
25_3,3863092
25_3,5201857
25_3,4134517
25_3,707782
25_3,4136589
25_3,2629611
25_3,6857566
25_3,4381870
25_3,1251058
25_3,3701434
25_3,747519
25_3,2363825
25_3,2650886
25_3,8059595
25_3,2156157
25_3,614271
25_3,2698167
25_3,1495939
25_3,565953
25_3,5845836
25_3,747524
25_3,2699526
25_3,6382338
25_3,4919652
25_3,6026183
25_3,2719716
25_3,2495507
25_3,8028696
25_3,1251066
25_3,7074036
25_3,4042354
25_3,8040647
25_3,6302533
25_3,6030013
25_3,7016168
25_3,8621674
25_3,1448879
25_3,5297783
25_3,2791600
25_3,1679210
25_3,4910413
25_3,2363827
25_3,8289381
25_3,6972722
25_3,3665688
25_3,5297785
25_3,1441500
25_3,4381872
25_3,583680
25_3,4577610
25_3,899671
25_3,3921065
25_3,6972719
25_3,5489417
25_3,1891141
25_3,6026184
25_3,187842
25_3,2241807
25_3,6026182
25_3,4822764
25_3,1589858
25_3,3613324
25_3,4365469
25_3,5068935
25_3,5569647
25_3,1645152
25_3,2727549
25_3,473598
25_3,1601505
25_3,1641648
25_3,851339
25_3,922428
25_3,3582253
25_3,3922348
25_3,8053026
25_3,3814405
25_3,5372396
25_3,108658
25_3,5552667
25_3,6763412
25_3,8181517
25_3,8725309
25_3,1044613
25_3,6628938
25_3,7188828
25_3,207120
25_3,3509377
25_3,5201858
25_3,3039293
25_3,8786222
25_3,4134522
25_3,1975497
25_3,4004419
25_3,8181511
25_3,4564949
25_3,1495940
25_3,3237645
25_3,3177010
25_3,6475406
25_3,851341
25_3,7440287
25_3,707787
25_3,7523025
25_3,7404628
25_3,2698162
25_3,5569643
25_3,8100739
25_3,7550468
25_3,5746312
25_3,4543993
25_3,2729918
25_3,2040971
25_3,788882
25_3,3807655
25_3,5710658
25_3,7000607
25_3,1891137
25_3,8144189
25_3,4556786
25_3,6636762
25_3,2183537
25_3,4228061
25_3,4556795
25_3,4993665
25_3,1892008
25_3,8786224
25_3,1824605
25_3,7188824
25_3,3462129
25_3,4950815
25_3,4313684
25_3,2517578
25_3,673359
25_3,4132734
25_3,1891140
25_3,2729920
25_3,5711087
25_3,266887
25_3,5617428
25_3,2222613
25_3,4890551
25_3,3109821
25_3,2616418
25_3,8181513
25_3,5005009
25_3,473591
25_3,6708190
25_3,6708192
25_3,7404623
25_3,2727554
25_3,7622531
25_3,7126559
25_3,7923120
25_3,7696524
25_3,8146999
25_3,326187
25_3,5617432
25_3,8610940
25_3,5489410
25_3,2740844
25_3,7686565
25_3,5201850
25_3,4255754
25_3,267019
25_3,1251059
25_3,2727550
25_3,2998718
25_3,6060393
25_3,8433072
25_3,777245
25_3,1167746
25_3,1811008
25_3,180034
25_3,8786221
25_3,4950823
25_3,1601504
25_3,4228057
25_3,5818104
25_3,7989753
25_3,6972725
25_3,4973070
25_3,3109815
25_3,4556793
25_3,4381866
25_3,707784
25_3,2998069
25_3,6307096
25_3,8059591
25_3,3337012
25_3,8140722
25_3,5079868
25_3,2956858
25_3,2877161
25_3,8664146
25_3,7096977
25_3,2940831
25_3,4004423
25_3,4004426
25_3,8510913
25_3,1738489
25_3,5423978
25_3,5971889
25_3,2912688
25_3,6062206
25_3,3000114
25_3,5489411
25_3,777250
25_3,7622535
25_3,707785
25_3,2348820
25_3,4134520
25_3,1289637
25_3,8147005
25_3,899675
25_3,6872336
25_3,8520432
25_3,6972727
25_3,2727553
25_3,2455387
25_3,2770437
25_3,1975493
25_3,4049729
25_3,8819654
25_3,6654976
25_3,8276893
25_3,7252148
25_3,5070558
25_3,7404624
25_3,6527621
25_3,4004417
25_3,127126
25_3,2329474
25_3,2727557
25_3,8836831
25_3,3462121
25_3,6972724
25_3,1145619
25_3,6111394
25_3,7011433
25_3,2440712
25_3,6133744
25_3,6528785
25_3,5746316
25_3,6261118
25_3,8028681
25_3,4228059
25_3,6091937
25_3,8039980
25_3,7404629
25_3,7440290
25_3,3146721
25_3,6586312
25_3,3813941
25_3,8147008
25_3,7933046
25_3,3965115
25_3,8729141
25_3,8541387
25_3,1589850
25_3,2571936
25_3,2458740
25_3,4708598
25_3,1872625
25_3,6586311
25_3,8184419
25_3,3308286
25_3,3035718
25_3,3665306
25_3,7252151
25_3,3350400
25_3,2940828
25_3,8181516
25_3,6062215
25_3,2214567
25_3,7252143
25_3,6287676
25_3,4950817
25_3,1200707
25_3,7820144
25_3,583679
25_3,5358198
25_3,4919654
25_3,4591811
25_3,7696527
25_3,1941195
25_3,6165098
25_3,8181512
25_3,1167745
25_3,8769329
25_3,8510910
25_3,5655010
25_3,2998721
25_3,8785731
25_3,8012634
25_3,3784868
25_3,1738492
25_3,5201855
25_3,1251065
25_3,2940835
25_3,2241803
25_3,6173198
25_3,1775547
25_3,2959986
25_3,7440288
25_3,922422
25_3,1575991
25_3,5231437
25_3,3773660
25_3,4916601
25_3,1694978
25_3,2066826
25_3,77891
25_3,2845573
25_3,4916603
25_3,2248738
25_3,3730408
25_3,2182422
25_3,1066102
25_3,1360217
25_3,981551
25_3,3000118
25_3,4319639
25_3,4141975
25_3,5005007
25_3,6984195
25_3,4141977
25_3,1893202
25_3,7074032
25_3,8824573
25_3,1969669
25_3,3874610
25_3,4774275
25_3,293497
25_3,3807656
25_3,5746318
25_3,8147001
25_3,3088013
25_3,4452548
25_3,3146719
25_3,6133745
25_3,8380617
25_3,1542303
25_3,8824575
25_3,1251062
25_3,5854620
25_3,6026187
25_3,5855015
25_3,1167747
25_3,5176549
25_3,2473666
25_3,2807378
25_3,1251063
25_3,1738493
25_3,8147006
25_3,8059590
25_3,4452542
25_3,7882903
25_3,1448876
25_3,1998619
25_3,4847723
25_3,5867403
25_3,5617423
25_3,2094787
25_3,6857561
25_3,4910415
25_3,3104448
25_3,6431021
25_3,3874609
25_3,5201853
25_3,5957419
25_3,8664150
25_3,8621676
25_3,5640112
25_3,7989752
25_3,6436296
25_3,4774274
25_3,473597
25_3,2248745
25_3,320506
25_3,6770355
25_3,5417923
25_3,2571935
25_3,3734393
25_3,6302531
25_3,7404630
25_3,8824570
25_3,1495941
25_3,3730411
25_3,5710656
25_3,5321912
25_3,7882908
25_3,2998719
25_3,1764379
25_3,1701230
25_3,2650894
25_3,6708191
25_3,6708193
25_3,5610533
25_3,7928493
25_3,8171766
25_3,8012630
25_3,6686058
25_3,4538186
25_3,6532297
25_3,3965113
25_3,3532729
25_3,5929198
25_3,8040648
25_3,1992410
25_3,2650893
25_3,8028704
25_3,4555034
25_3,3253613
25_3,1998620
25_3,6436298
25_3,5347842
25_3,4231754
25_3,7374882
25_3,614266
25_3,1448881
25_3,588698
25_3,4480117
25_3,4141973
25_3,8147000
25_3,7825438
25_3,5906418
25_3,8147007
25_3,6667726
25_3,2455389
25_3,3734390
25_3,1200711
25_3,1646682
25_3,3329888
25_3,2998727
25_3,7406774
25_3,8785733
25_3,8276897
25_3,8785730
25_3,214449
25_3,930732
25_3,7374881
25_3,777249
25_3,8475495
25_3,1448885
25_3,588699
25_3,2182419
25_3,5980461
25_3,2354515
25_3,3507059
25_3,6302538
25_3,1641645
25_3,2658597
25_3,2658602
25_3,4822768
25_3,8765016
25_3,5005013
25_3,5070559
25_3,7882910
25_3,4754932
25_3,5242543
25_3,1343305
25_3,5085709
25_3,941252
25_3,8059588
25_3,4950816
25_3,5854616
25_3,3665695
25_3,4890557
25_3,747517
25_3,8421042
25_3,5621692
25_3,5855021
25_3,307158
25_3,5368670
25_3,1764263
25_3,6033025
25_3,8217922
25_3,5655013
25_3,5489414
25_3,267021
25_3,5194243
25_3,5372397
25_3,930733
25_3,7878853
25_3,1234268
25_3,2517751
25_3,486422
25_3,361499
25_3,1994668
25_3,3088014
25_3,133971
25_3,2066827
25_3,8824571
25_3,347939
25_3,1341816
25_3,3126031
25_3,3085689
25_3,2629615
25_3,1719288
25_3,2182420
25_3,4178607
25_3,3734389
25_3,5081182
25_3,3665692
25_3,1441501
25_3,1943172
25_3,6595867
25_3,1066103
25_3,3535111
25_3,2912689
25_3,6278334
25_3,899679
25_3,4381868
25_3,5068942
25_3,7904527
25_3,2222621
25_3,1343309
25_4,325834
25_4,5655014
25_4,2366614
25_4,1891142
25_4,851334
25_4,1811006
25_4,1272322
25_4,9376
25_4,325842
25_4,6142842
25_4,1891144
25_4,8286581
25_4,266883
25_4,851333
25_4,4401072
25_4,3734394
25_4,3282586
25_4,6952843
25_4,4172082
25_4,4401074
25_4,5368669
25_4,2315326
25_4,9383
25_4,3734396
25_4,4401073
25_4,4401081
25_4,2993437
25_4,5640113
25_4,2315327
25_4,5655008
25_4,7854121
25_4,9382
25_4,4556794
25_4,2975349
25_4,565953
25_4,5423975
25_4,5655007
25_4,2975350
25_4,5417922
25_4,5358198
25_4,9381
25_4,6763412
25_4,2366616
25_4,5655006
25_4,5655005
25_4,320633
25_4,5655011
25_4,2349522
25_4,2366618
25_4,9375
25_4,2366611
25_4,2366613
25_4,7074030
25_4,7989757
25_4,3430643
25_4,7074034
25_4,1601500
25_4,8786218
25_4,6654976
25_4,1066101
25_4,4009852
25_4,4234859
25_4,6142843
25_4,5711087
25_4,325839
25_4,4556792
25_4,2975348
25_4,8786223
25_4,5417925
25_4,291055
25_4,1891143
25_4,6142841
25_4,3126026
25_4,7622533
25_4,306295
25_4,7550469
25_4,4009856
25_4,2975352
25_4,2357956
25_4,3589653
25_4,6033027
25_4,5347845
25_4,8286583
25_4,5347838
25_4,1387734
25_4,8349625
25_4,1387729
25_4,8286585
25_4,662089
25_4,5655010
25_4,2993432
25_4,3672051
25_4,5655009
25_4,3734392
25_4,7523025
25_4,7374883
25_4,4365474
25_4,2428617
25_4,2357955
25_4,3734391
25_4,3000110
25_4,899673
25_4,1066697
25_4,1872159
25_4,7074029
25_4,306296
25_4,2214562
25_4,3396248
25_4,851339
25_4,2451051
25_4,1407963
25_4,851340
25_4,1066102
25_4,9380
25_4,662084
25_4,350404
25_4,9378
25_4,4332164
25_4,276540
25_4,8070949
25_4,1893196
25_4,3734390
25_4,4668276
25_4,639753
25_4,6142846
25_4,3039291
25_4,747521
25_4,662090
25_4,3734389
25_4,236199
25_4,7074031
25_4,5368665
25_4,5368671
25_4,662086
25_4,851341
25_4,4933832
25_4,1020733
25_4,3126024
25_4,4776553
25_4,4910414
25_4,2366615
25_4,2352803
25_4,5761300
25_4,5347842
25_4,2366617
25_4,7622537
25_4,7989755
25_4,452891
25_4,3753895
25_4,1811008
25_4,473597
25_4,1601502
25_4,3497945
25_4,3509372
25_4,8785732
25_4,4234858
25_4,5489413
25_4,4134524
25_4,3753890
25_4,7550473
25_4,583122
25_4,1381495
25_4,666917
25_4,539816
25_4,662083
25_4,7074035
25_4,547552
25_4,1272321
25_4,8084890
25_4,5372396
25_4,6929856
25_4,1348151
25_4,5194248
25_4,289800
25_4,2315333
25_4,6436297
25_4,1969751
25_4,1255809
25_4,7016167
25_4,8610936
25_4,8433072
25_4,3863098
25_4,1066691
25_4,3146717
25_4,3887675
25_4,5347843
25_4,2315325
25_4,5568905
25_4,1236206
25_4,6142847
25_4,4132734
25_4,5744658
25_4,4783187
25_4,1048946
25_4,2278401
25_4,267019
25_4,8395705
25_4,7611217
25_4,4284940
25_4,1132400
25_4,874201
25_4,6142845
25_4,3589654
25_4,6436300
25_4,8621676
25_4,8176308
25_4,1251064
25_4,3887676
25_4,1343313
25_4,3350406
25_4,452894
25_4,7550467
25_4,851338
25_4,1272325
25_4,8180966
25_4,1407956
25_4,5358194
25_4,6142844
25_4,1811005
25_4,7611224
25_4,476319
25_4,8819649
25_4,5417920
25_4,2807376
25_4,7550471
25_4,4774279
25_4,1943171
25_4,2156157
25_4,4537780
25_4,554802
25_4,7622536
25_4,3000116
25_4,8779697
25_4,8362753
25_4,5697349
25_4,5890269
25_4,1548483
25_4,7263966
25_4,2315329
25_4,8012630
25_4,2214564
25_4,2998718
25_4,2352799
25_4,3000016
25_4,6298198
25_4,9379
25_4,3039293
25_4,5957157
25_4,6041479
25_4,1292856
25_4,7140794
25_4,4054768
25_4,8803251
25_4,3000114
25_4,3509377
25_4,1784566
25_4,7066850
25_4,325837
25_4,3126025
25_4,4754013
25_4,4833946
25_4,3149085
25_4,547554
25_4,4537774
25_4,5798986
25_4,8028691
25_4,9683
25_4,7928493
25_4,3462129
25_4,2993438
25_4,326191
25_4,3597551
25_4,3503894
25_4,7258258
25_4,7968344
25_4,5697352
25_4,3029705
25_4,3900842
25_4,7679074
25_4,8545553
25_4,1020737
25_4,4284938
25_4,182459
25_4,4725145
25_4,6060394
25_4,1891138
25_4,315866
25_4,1539497
25_4,5139085
25_4,5139087
25_4,8181509
25_4,3104448
25_4,2222613
25_4,5406670
25_4,1775540
25_4,5194250
25_4,273288
25_4,2936671
25_4,3855669
25_4,8522556
25_4,4319905
25_4,6436296
25_4,3000112
25_4,149958
25_4,1893198
25_4,5685855
25_4,8028694
25_4,1775544
25_4,6498224
25_4,1472106
25_4,2598051
25_4,8172270
25_4,1732653
25_4,3883085
25_4,4891034
25_4,6498763
25_4,2563327
25_4,108655
25_4,5813159
25_4,2241808
25_4,3965117
25_4,1048947
25_4,5005014
25_4,6583840
25_4,6595864
25_4,5139088
25_4,6929851
25_4,6763413
25_4,273285
25_4,48176
25_4,353806
25_4,8664144
25_4,8204611
25_4,3887672
25_4,1048941
25_4,1601504
25_4,1449605
25_4,4309361
25_4,628921
25_4,2357958
25_4,8326012
25_4,1188539
25_4,6532295
25_4,1575991
25_4,1530869
25_4,4537775
25_4,8765017
25_4,2903868
25_4,5489409
25_4,4555034
25_4,5417926
25_4,1764260
25_4,7271671
25_4,1846709
25_4,7225879
25_4,7308109
25_4,5762611
25_4,831459
25_4,6095840
25_4,6436298
25_4,2315324
25_4,2670855
25_4,236203
25_4,7854117
25_4,2729922
25_4,266887
25_4,2315332
25_4,3773661
25_4,2117043
25_4,3139924
25_4,7092223
25_4,149954
25_4,7263684
25_4,2257852
25_4,5879797
25_4,7714454
25_4,3337009
25_4,7611223
25_4,2041988
25_4,8511749
25_4,4134519
25_4,4578870
25_4,4543993
25_4,7619774
25_4,2263933
25_4,8250349
25_4,8621675
25_4,439726
25_4,6961812
25_4,4388895
25_4,156797
25_4,8448407
25_4,5489412
25_4,5714256
25_4,7073813
25_4,8066418
25_4,5746102
25_4,8028696
25_4,1877847
25_4,7882907
25_4,152753
25_4,8066414
25_4,3753892
25_4,4265658
25_4,1360215
25_4,2428613
25_4,5321442
25_4,1387727
25_4,6549421
25_4,6604349
25_4,8391776
25_4,5885009
25_4,6970120
25_4,7619773
25_4,7619776
25_4,85434
25_4,2352801
25_4,3597555
25_4,2670860
25_4,4579213
25_4,452897
25_4,1764263
25_4,7074033
25_4,7463005
25_4,1719290
25_4,4365468
25_4,6030
25_4,3971630
25_4,2164243
25_4,212667
25_4,3000113
25_4,6606189
25_4,1495944
25_4,8545557
25_4,7711147
25_4,8527969
25_4,2994905
25_4,3863095
25_4,2811421
25_4,1351813
25_4,236202
25_4,851335
25_4,899671
25_4,7989751
25_4,4459106
25_4,5617423
25_4,3946310
25_4,6853694
25_4,5957161
25_4,1145619
25_4,1472108
25_4,5076421
25_4,6063253
25_4,3337006
25_4,1573226
25_4,1975492
25_4,2998725
25_4,5845836
25_4,5655012
25_4,6092043
25_4,3665690
25_4,4365473
25_4,4651000
25_4,6595867
25_4,473590
25_4,1601196
25_4,7374884
25_4,1349775
25_4,7871240
25_4,2257853
25_4,874204
25_4,8039880
25_4,945161
25_4,5640505
25_4,2354516
25_4,2354521
25_4,3711718
25_4,5540884
25_4,777825
25_4,7760652
25_4,2960947
25_4,1762239
25_4,5530555
25_4,4184411
25_4,5746095
25_4,7127996
25_4,4910419
25_4,2440714
25_4,2315328
25_4,187839
25_4,5489408
25_4,445996
25_4,3582253
25_4,3922348
25_4,6763416
25_4,899674
25_4,1604135
25_4,5653347
25_4,5557038
25_4,2040971
25_4,8180965
25_4,1607942
25_4,899680
25_4,28818
25_4,6604347
25_4,1236201
25_4,257580
25_4,7096979
25_4,8448406
25_4,3000118
25_4,5182382
25_4,7070949
25_4,3734395
25_4,2117038
25_4,5489416
25_4,1607940
25_4,941252
25_4,1020738
25_4,5791604
25_4,80912
25_4,291060
25_4,2903865
25_4,831455
25_4,2164239
25_4,3613319
25_4,6952844
25_4,1641645
25_4,5253711
25_4,2322378
25_4,5854620
25_4,3916385
25_4,4774277
25_4,3761187
25_4,5079352
25_4,4358409
25_4,2354519
25_4,2920859
25_4,474372
25_4,389722
25_4,4284941
25_4,306159
25_4,6033023
25_4,1618354
25_4,899677
25_4,4269348
25_4,1894381
25_4,3965116
25_4,1255810
25_4,4209855
25_4,3900836
25_4,5791601
25_4,576587
25_4,7714449
25_4,2975351
25_4,4862703
25_4,3103878
25_4,5406669
25_4,350405
25_4,6498232
25_4,1919642
25_4,7611222
25_4,5368672
25_4,8610937
25_4,2006823
25_4,1832632
25_4,6549427
25_4,6857563
25_4,455407
25_4,3701434
25_4,548162
25_4,5402030
25_4,2770442
25_4,6614925
25_4,4800611
25_4,5368666
25_4,5653827
25_4,8729141
25_4,5845833
25_4,5140242
25_4,7074028
25_4,1073078
25_4,289801
25_4,6892308
25_4,8215566
25_4,7550468
25_4,2348820
25_4,5241484
25_4,1348146
25_4,450403
25_4,559854
25_4,8039830
25_4,1411065
25_4,3507056
25_4,941249
25_4,1828880
25_4,555928
25_4,7092218
25_4,6043873
25_4,851336
25_4,8050637
25_4,6413521
25_4,6636764
25_4,707785
25_4,5076419
25_4,95055
25_4,3243934
25_4,1495948
25_4,3655832
25_4,1411066
25_4,7657131
25_4,1411070
25_4,1411069
25_4,1235303
25_4,7832893
25_4,8511745
25_4,8786221
25_4,3430638
25_4,941250
25_4,2143935
25_4,6857562
25_4,7413618
25_4,1877848
25_4,4891030
25_4,831457
25_4,136136
25_4,2807381
25_4,6114007
25_4,5417921
25_4,7777950
25_4,8786225
25_4,3753891
25_4,4136593
25_4,4136595
25_4,5079868
25_4,639747
25_4,639748
25_4,3710291
25_4,8669506
25_4,136135
25_4,6929852
25_4,5933604
25_4,7295739
25_4,4735160
25_4,2245534
25_4,536264
25_4,2679262
25_4,3907916
25_4,4589329
25_4,6431023
25_4,476817
25_4,922426
25_4,851342
25_4,3672047
25_4,1251057
25_4,3543958
25_4,6091933
25_4,2458740
25_4,2352800
25_4,5109410
25_4,37179
25_4,1542303
25_4,7949478
25_4,6431021
25_4,4930876
25_4,2903867
25_4,6382339
25_4,1922362
25_4,4329064
25_4,108281
25_4,2650574
25_4,6006164
25_4,2476352
25_4,3647619
25_4,851337
25_4,5716658
25_4,4973070
25_4,5083764
25_4,6114003
25_4,5297406
25_4,6659607
25_4,2040977
25_4,6298195
25_4,2867729
25_4,6857561
25_4,7404628
25_4,1732655
25_4,1626967
25_4,2616411
25_4,4210878
25_4,3118011
25_4,3957254
25_4,3663317
25_4,6934060
25_4,8172267
25_4,707783
25_4,5201855
25_4,1959921
25_4,6096406
25_4,4691852
25_4,6892309
25_4,4930872
25_4,3341796
25_4,5569643
25_4,5906418
25_4,501508
25_4,7337919
25_4,2264778
25_4,7696524
25_4,6923672
25_4,4651003
25_4,6104000
25_4,6642774
25_4,7074032
25_4,5449104
25_4,7161480
25_4,473591
25_4,1891137
25_4,4684006
25_4,1039105
25_4,551115
25_4,1343311
25_4,5338853
25_4,3965110
25_4,7590544
25_4,4555030
25_4,6096408
25_4,6298197
25_4,2393773
25_4,4231754
25_4,7374882
25_4,1740742
25_4,1495941
25_4,5655013
25_4,7585594
25_4,2429738
25_4,4372857
25_4,4136591
25_4,2624205
25_4,4435080
25_4,6278331
25_4,5711082
25_4,3839859
25_4,2315979
25_4,516041
25_4,6981362
25_4,1740748
25_4,7260764
25_4,8798150
25_4,4555029
25_4,666921
25_4,2940833
25_4,6642776
25_4,8355792
25_4,6382341
25_4,5140500
25_4,5358193
25_4,4416278
25_4,2670853
25_4,1846705
25_4,6225734
25_4,3394244
25_4,4555035
25_4,5417927
25_4,8795674
25_4,326187
25_4,8028692
25_4,5818104
25_4,8798156
25_4,5817846
25_4,547553
25_4,4519099
25_4,5816315
25_4,1892005
25_4,187842
25_4,6103996
25_4,2998723
25_4,2094787
25_4,2357957
25_4,6708190
25_4,6708192
25_4,4805503
25_4,5224728
25_4,4353054
25_4,3607694
25_4,7904527
25_4,5133828
25_4,5808001
25_4,5231437
25_4,5818103
25_4,7686558
25_4,1499166
25_4,4850074
25_4,8798155
25_4,8059592
25_4,4458717
25_4,1344122
25_4,3607695
25_4,4009857
25_4,2201974
25_4,1720674
25_4,6200179
25_4,5628559
25_4,3971629
25_4,2076086
25_4,6030013
25_4,2041986
25_4,6636762
25_4,516043
25_4,5920866
25_4,3253238
25_4,2912689
25_4,267024
25_4,890017
25_4,2253131
25_4,2458734
25_4,3972681
25_4,8161758
25_4,7622531
25_4,3072835
25_4,1505369
25_4,3170225
25_4,1387728
25_4,4009853
25_4,8043919
25_4,817101
25_4,7124351
25_4,4435087
25_4,4556786
25_4,1236202
25_4,4555031
25_4,5637390
25_4,3753888
25_4,5271227
25_4,1809543
25_4,2759797
25_4,3773660
25_4,1948857
25_4,1773536
25_4,315865
25_4,937552
25_4,1939597
25_4,5628560
25_4,1705927
25_4,4725142
25_4,2440712
25_4,4651001
25_4,4172079
25_4,2518911
25_4,3911925
25_4,2770437
25_4,3704429
25_4,2048689
25_4,8295833
25_4,673356
25_4,673359
25_4,7096980
25_4,99034
25_4,182460
25_4,3124301
25_4,8028703
25_4,5562366
25_4,1787368
25_4,3813936
25_4,5640507
25_4,376513
25_4,2608523
25_4,471849
25_4,6303518
25_4,93866
25_4,5640506
25_4,8389616
25_4,5194249
25_4,6200272
25_4,8415784
25_4,2998719
25_4,6708193
25_4,6708191
25_4,5711926
25_4,236201
25_4,2627324
25_4,3665686
25_4,6304710
25_4,1348561
25_4,3900841
25_4,8506718
25_4,1739369
25_4,725101
25_4,3642606
25_4,565951
25_4,7074036
25_4,6235521
25_4,4305770
25_4,2335863
25_4,4319645
25_4,551108
25_4,6107298
25_4,1056359
25_4,2670859
25_4,552158
25_4,8405394
25_4,4685816
25_4,2679271
25_4,452900
25_4,516374
25_4,3472584
25_4,628926
25_4,8044701
25_4,2521995
25_4,2908288
25_4,8838858
25_4,6907637
25_4,5358192
25_4,6284003
25_4,2140941
25_4,1608593
25_4,2488767
25_4,5885015
25_4,5081184
25_4,2495507
25_4,8019197
25_4,8819657
25_4,5963426
25_4,2048237
25_4,2340898
25_4,899678
25_4,5889933
25_4,4651002
25_4,3734393
25_4,1499164
25_4,2791600
25_4,583764
25_4,3253245
25_4,1235304
25_4,3607693
25_4,479270
25_4,1846704
25_4,1824720
25_4,4003863
25_4,2998065
25_4,3975721
25_4,1348556
25_4,2650891
25_4,4862570
25_4,6984195
25_4,3601274
25_4,4866727
25_4,7205174
25_4,2998066
25_4,7252146
25_4,4233551
25_4,4195094
25_4,989565
25_4,8442907
25_4,4309356
25_4,2650575
25_4,4251902
25_4,8393020
25_4,1921946
25_4,3613326
25_4,1992413
25_4,5557041
25_4,4134523
25_4,325836
25_4,4365471
25_4,5617426
25_4,4425570
25_4,2183065
25_4,6826044
25_4,2912688
25_4,8693010
25_4,1416434
25_4,7825438
25_4,1816580
25_4,5923416
25_4,8515422
25_4,7202389
25_4,8510913
25_4,1020739
25_4,7696527
25_4,5423978
25_4,8331119
25_4,7096978
25_4,257581
25_4,5552667
25_4,3686870
25_4,3118488
25_4,411851
