qid,docid
31_5,7691343
31_5,7086734
31_5,4079046
31_5,4526009
31_5,7437376
31_5,3040183
31_5,2164475
31_5,407556
31_5,5320169
31_5,6303710
31_5,6976282
31_5,5448859
31_5,901819
31_5,6499603
31_5,4165375
31_5,6624247
31_5,682314
31_5,5309417
31_5,3714197
31_5,7918172
31_5,3804146
31_5,767180
31_5,3038861
31_5,7237560
31_5,3672503
31_5,1311814
31_5,712030
31_5,7588571
31_5,7021884
31_5,5309416
31_5,2557412
31_5,6976280
31_5,1253979
31_5,6312427
31_5,5850538
31_5,1649470
31_5,8327414
31_5,138457
31_5,3714202
31_5,8433156
31_5,5890683
31_5,6848912
31_5,6082426
31_5,2217712
31_5,6976278
31_5,8689714
31_5,3053711
31_5,911633
31_5,58097
31_5,2217713
31_5,5386832
31_5,2897701
31_5,1759548
31_5,4216864
31_5,2095659
31_5,4953943
31_5,7544914
31_5,5142905
31_5,1277035
31_5,5510762
31_5,5105400
31_5,8368269
31_5,4115777
31_5,3386345
31_5,7113629
31_5,6383244
31_5,5817163
31_5,5330039
31_5,7141713
31_5,2797220
31_5,4953936
31_5,3555874
31_5,7506461
31_5,8374752
31_5,3269468
31_5,5545375
31_5,4578184
31_5,3852807
31_5,7882147
31_5,607715
31_5,8262672
31_5,6694829
31_5,8671254
31_5,5576404
31_5,7977074
31_5,3219832
31_5,7177860
31_5,111361
31_5,451697
31_5,7141711
31_5,2093188
31_5,8671253
31_5,1137711
31_5,6622826
31_5,1406763
31_5,4224221
31_5,8689710
31_5,6154944
31_5,85592
31_5,5575845
31_5,3643492
31_5,3199413
31_5,601475
31_5,7506469
31_5,5510760
31_5,8671252
31_5,8689716
31_5,387923
31_5,4134204
31_5,2283377
31_5,5210160
31_5,6058939
31_5,2349951
31_5,7334105
31_5,8388322
31_5,5863707
31_5,8821472
31_5,5793793
31_5,1026251
31_5,3094629
31_5,3705891
31_5,2669226
31_5,462235
31_5,407621
31_5,6495213
31_5,6091266
31_5,880032
31_5,462231
31_5,5210157
31_5,2925880
31_5,6686377
31_5,2926053
31_5,8757383
31_5,2041309
31_5,8765471
31_5,5921636
31_5,1537281
31_5,6396854
31_5,3973028
31_5,6908084
31_5,1472582
31_5,6908085
31_5,2256830
31_6,2231504
31_6,7017764
31_6,3705887
31_6,1905581
31_6,2925873
31_6,5990563
31_6,1692594
31_6,2231507
31_6,597730
31_6,1905584
31_6,762096
31_6,2715455
31_6,191058
31_6,2231505
31_6,1526719
31_6,7524397
31_6,5625371
31_6,7069065
31_6,6186004
31_6,8168662
31_6,291003
31_6,2152203
31_6,8168665
31_6,1692589
31_6,4348985
31_6,1373522
31_6,745277
31_6,5990560
31_6,1692595
31_6,1905589
31_6,1678875
31_6,5990564
31_6,3990603
31_6,5990567
31_6,123182
31_6,2140677
31_6,3878347
31_6,5990566
31_6,789620
31_6,7537010
31_6,191053
31_6,762098
31_6,2715451
31_6,1905588
31_6,176475
31_6,3090847
31_6,6412298
31_6,7672897
31_6,7972824
31_6,7559906
31_6,1678872
31_6,4953942
31_6,413750
31_6,5625370
31_6,1905587
31_6,8046971
31_6,597734
31_6,2231506
31_6,1842747
31_6,597733
31_6,8168661
31_6,10946
31_6,5367872
31_6,5367865
31_6,291004
31_6,4910927
31_6,1842742
31_6,123185
31_6,6914824
31_6,7017766
31_6,8168659
31_6,7070843
31_6,7607055
31_6,5367871
31_6,1585148
31_6,1207831
31_6,5625368
31_6,4595895
31_6,5991769
31_6,7017759
31_6,2990092
31_6,5488481
31_6,4727147
31_6,5627249
31_6,1905586
31_6,8610842
31_6,4976187
31_6,2658955
31_6,1462317
31_6,5625369
31_6,3878348
31_6,2925879
31_6,3705888
31_6,5339872
31_6,762103
31_6,3691009
31_6,7567843
31_6,762099
31_6,191050
31_6,7537015
31_6,6624741
31_6,5289694
31_6,3379755
31_6,8141109
31_6,3895205
31_6,7524398
31_6,3670694
31_6,2954451
31_6,5295407
31_6,749538
31_6,7035862
31_6,5367870
31_6,191056
31_6,2314856
31_6,7530196
31_6,8069752
31_6,191055
31_6,7559909
31_6,5497041
31_6,806979
31_6,6430441
31_6,1983974
31_6,7157387
31_6,7069062
31_6,4931307
31_6,1905585
31_6,3878345
31_6,4120018
31_6,8011462
31_6,1678871
31_6,7680922
31_6,1744804
31_6,5990562
31_6,8055596
31_6,7364332
31_6,5488475
31_6,2934925
31_6,49700
31_6,6880703
31_6,762097
31_6,6914822
31_6,396242
31_6,191051
31_6,4976190
31_6,2231510
31_6,2116803
31_6,2715449
31_6,719639
31_6,555613
31_6,5598671
31_6,4557674
31_6,7131350
31_6,8838764
31_6,1960907
31_6,2417396
31_6,1051951
31_6,7070847
31_6,1467228
31_6,176473
31_6,818258
31_6,884529
31_6,4747443
31_6,5024697
31_6,1080935
31_6,1860298
31_6,8477353
31_6,6914820
31_6,8046972
31_6,5024699
31_6,8821469
31_6,7208607
31_6,7035855
31_6,751187
31_6,2084166
31_6,8610844
31_6,6117029
31_6,5065059
31_6,8345623
31_6,795779
31_6,8452824
31_6,8690325
31_6,6188768
31_6,7113009
31_6,2715448
31_6,1842740
31_6,5150863
31_6,7208606
31_6,1905583
31_6,1331562
31_6,8029133
31_6,3878346
31_6,1091539
31_6,2734410
31_6,2786992
31_6,7113011
31_6,6336232
31_6,8436764
31_6,538627
31_6,2314855
31_6,8168660
31_6,2715450
31_6,7035856
31_6,8149031
31_6,8436768
31_6,806980
31_6,7035861
31_6,8610845
31_6,5495050
31_6,8459342
31_6,3005493
31_6,3290282
31_6,6060239
31_6,7046065
31_6,4730730
31_6,5210531
31_6,1052317
31_6,2039491
31_6,4511193
31_6,7394968
31_6,8441036
31_6,5048079
31_6,8455828
31_6,5674679
31_6,7017761
31_6,191057
31_6,1026250
31_6,780209
31_6,6914823
31_6,1594386
31_6,191049
31_6,7035860
31_6,8504424
31_6,2339697
31_6,4085417
31_6,7672901
31_6,7069063
31_6,555611
31_6,7035859
31_6,4976183
31_6,2789322
31_6,5476390
31_6,7208610
31_6,5317891
31_6,6060241
31_6,5339868
31_6,8069753
31_6,404333
31_6,8046967
31_6,4534505
31_6,6060242
31_6,4229470
31_6,8673873
31_6,127799
31_6,780218
31_6,4146134
31_6,5488479
31_6,597726
31_6,7070846
31_6,7821462
31_6,1065798
31_6,8459343
31_6,493833
31_6,978223
31_6,3930947
31_6,4654461
31_6,1277343
31_6,5488482
31_6,1904751
31_6,1556821
31_6,296897
31_6,3653488
31_6,1208065
31_6,8719994
31_6,7035858
31_6,3597323
31_6,3005490
31_6,5137623
31_6,2006565
31_6,5488478
31_6,8554836
31_6,7490443
31_6,401165
31_6,1091543
31_6,7722010
31_6,4685430
31_6,8617383
31_6,8477349
31_6,6399295
31_6,8437256
31_6,7672896
31_6,7035863
31_6,8048672
31_6,3046776
31_6,5990568
31_6,589823
31_6,2468846
31_6,3130370
31_6,8637097
31_6,1051169
31_6,7722009
31_6,7632622
31_6,1171866
31_6,1092922
31_6,3642171
31_6,8530121
31_6,4976188
31_6,1207154
31_6,5553816
31_6,3179274
31_6,5087193
31_6,3290277
31_6,8046970
31_6,5744136
31_6,5990561
31_6,5625375
31_6,8452826
31_6,127803
31_6,5625372
31_6,1378850
31_6,7446403
31_6,6193941
31_6,312107
31_6,3046772
31_6,1331561
31_6,1132288
31_6,1139939
31_6,4976185
31_6,6876630
31_6,4662511
31_6,3651640
31_6,6967328
31_6,5674680
31_6,1051950
31_6,7035857
31_6,7692662
31_6,4071704
31_6,4595893
31_6,1283089
31_6,2810409
31_6,1462315
31_6,5427959
31_6,6250621
31_6,6291496
31_6,3990599
31_6,1425163
31_6,8610846
31_6,2455583
31_6,5295408
31_6,3075672
31_6,1051956
31_6,7208611
31_6,210068
31_6,762094
31_6,6358158
31_6,7664955
31_6,926567
31_6,1331560
31_6,5727760
31_6,3050784
31_6,102936
31_6,5552905
31_6,8767024
31_6,8530114
31_6,1081857
31_6,5210533
31_6,780215
31_6,1019257
31_6,3005487
31_6,4813899
31_6,3871717
31_6,4239406
31_6,3301609
31_6,3651636
31_6,6169080
31_6,4976182
31_6,419258
31_6,102932
31_6,7672900
31_6,1474507
31_6,3431181
31_6,5087197
31_6,7722008
31_6,1809512
31_6,7505967
31_6,8554833
31_6,8152180
31_6,2439330
31_6,5668175
31_6,4874204
31_6,7565933
31_6,5864712
31_6,5544649
31_6,854891
31_6,2267185
31_6,1755590
31_6,1397866
31_6,7782860
31_6,3301613
31_6,8477354
31_6,2110290
31_6,191054
31_6,537175
31_6,4165376
31_6,7069187
31_6,2439327
31_6,5180439
31_6,8553712
31_6,1543336
31_6,3042601
31_6,4534497
31_6,6617627
31_6,8046966
31_6,6810218
31_6,8526954
31_6,8705155
31_6,565024
31_6,248051
31_6,6188769
31_6,7775044
31_6,957478
31_6,2775927
31_6,3885666
31_6,704090
31_6,4874201
31_6,6472757
31_6,8002373
31_6,2643124
31_6,1171862
31_6,3963328
31_6,1051177
31_6,475176
31_6,521687
31_6,6186002
31_6,156287
31_6,1868372
31_6,7672895
31_6,3228435
31_6,3467773
31_6,8156065
31_6,818263
31_6,7017762
31_6,5488474
31_6,6454949
31_6,407690
31_6,7672899
31_6,1967828
31_6,7821461
31_6,1461532
31_6,4575659
31_6,4822149
31_6,7313844
31_6,2353336
31_6,555610
31_6,8455833
31_6,7364330
31_6,1024151
31_6,7364331
31_6,3127157
31_6,3651639
31_6,7672898
31_6,3553109
31_6,7331988
31_6,924434
31_6,3030117
31_6,407699
31_6,8758724
31_6,450292
31_6,1378844
31_6,8177738
31_6,8821473
31_6,262384
31_6,1092925
31_6,5674683
31_6,5117465
31_6,4537300
31_6,7972827
31_6,4583250
31_6,538609
31_6,155023
31_6,7722004
31_6,120996
31_6,222356
31_6,8666788
31_6,6312423
31_6,4659664
31_6,1755591
31_6,1425161
31_6,521535
31_6,688539
31_6,6537856
31_6,8473023
31_6,7775731
31_6,484384
31_6,1663365
31_6,7972825
31_6,4685435
31_6,2141294
31_6,6810221
31_6,5584054
31_6,4372471
31_6,2993757
31_6,1813785
31_6,5066773
31_6,1560864
31_6,1051949
31_6,1123487
31_6,296899
31_6,6266470
31_6,2858146
31_6,360906
31_6,2533390
31_6,2925881
31_6,6266466
31_6,3467570
31_6,1947
31_6,3730615
31_6,7695382
31_6,3656471
31_6,1736079
31_6,2539075
31_6,4822153
31_6,7331992
31_6,4396326
31_6,5700991
31_6,8455829
31_6,490115
31_6,1838122
31_6,6972450
31_6,6313927
31_6,1198831
31_6,6820476
31_6,6520904
31_6,208470
31_6,6976285
31_6,6399300
31_6,7794983
31_6,5169251
31_6,423053
31_6,8591076
31_6,4339742
31_6,4339738
31_6,2030308
31_6,4501924
31_6,8312783
31_6,2533398
31_6,5284909
31_6,4377352
31_6,6383245
31_6,1283088
31_6,553285
31_6,7653708
31_6,3114285
31_6,5087194
31_6,1394502
31_6,399074
31_6,5768589
31_6,6821029
31_6,6821033
31_6,7052708
31_6,4072464
31_6,6296676
31_6,2993760
31_6,4910925
31_6,2055109
31_6,7722005
31_6,7653711
31_6,1813786
31_6,552019
31_6,704087
31_6,6911847
31_6,5488473
31_6,5918397
31_6,3141281
31_6,1813783
31_6,360907
31_6,2678953
31_6,1663363
31_6,6307502
31_6,1331558
31_6,2741061
31_6,5727050
31_6,3656475
31_6,8239057
31_6,8508971
31_6,5566336
31_6,3030121
31_6,6488490
31_6,492377
31_6,422559
31_6,3475334
31_6,7150693
31_6,3990601
31_6,2925880
31_6,423049
31_6,1082339
31_6,1813781
31_6,8452818
31_6,5120549
31_6,4670351
31_6,880026
31_6,1787598
31_6,7510304
31_6,5448854
31_6,6296672
31_6,5066776
31_6,6495211
31_6,6312420
31_6,1277035
31_6,3521561
31_6,738535
31_6,3931660
31_6,492370
31_6,5320170
31_6,1081863
31_6,3286053
31_6,1736084
31_6,7069059
31_6,7811896
31_6,4595892
31_6,7437376
31_6,262380
31_6,3583286
31_6,7637394
31_6,1633240
31_6,262381
31_6,5120546
31_6,8799351
31_6,694450
31_6,8431538
31_6,3141279
31_6,5401406
31_6,6416603
31_6,7394969
31_6,5594447
31_6,8262676
31_6,4417304
31_6,8596382
31_6,3556225
31_6,2635633
31_6,8584949
31_6,8147736
31_6,7663313
31_6,2662102
31_6,3725762
31_6,6789687
31_6,7100885
31_6,5653568
31_6,3756947
31_6,5349321
31_6,1494192
31_6,1606753
31_6,8431533
31_6,360905
31_6,5120544
31_6,236881
31_6,7653705
31_6,7331987
31_6,1560880
31_6,6693824
31_6,806116
31_6,5448858
31_6,3521564
31_6,6622825
31_6,3143715
31_6,6826359
31_6,5465787
31_6,4542955
31_6,3845551
31_6,5098552
31_6,2630123
31_6,4339737
31_6,1365608
31_6,8452550
31_6,5262757
31_6,8445890
31_6,1578445
31_6,543709
31_6,5719202
31_6,1623815
31_6,6307503
31_6,4941065
31_6,1787600
31_6,8331573
31_6,5727767
31_6,7647950
31_6,4072468
31_6,1394508
31_6,6744934
31_6,82909
31_6,5909295
31_6,1560881
31_6,6430436
31_6,6744933
31_6,5999327
31_6,3202484
31_6,2927308
31_6,8775574
31_6,2533394
31_6,6932673
31_6,4793124
31_6,4981696
31_6,2267184
31_6,5905029
31_6,5525167
31_6,555608
31_6,4844906
31_6,1331556
31_6,1960914
31_6,1132290
31_6,492376
31_6,2635634
31_6,8049741
31_6,6430442
31_6,2890373
31_6,6105261
31_6,8591072
31_6,880029
31_6,6035005
31_6,7079815
31_6,6034999
31_6,6283426
31_6,580160
31_6,5566338
31_6,8011710
31_6,2651077
31_6,7653706
31_6,5545375
31_6,407563
31_6,8799355
31_6,880835
31_6,7110855
31_6,2635636
31_6,538603
31_6,4505594
31_6,321287
31_6,6810219
31_6,7345112
31_6,6312426
31_6,7691343
31_6,1575871
31_6,2992018
31_6,5268728
31_6,4417302
31_6,5496815
31_6,1173723
31_6,4077696
31_6,3672503
31_6,4725058
31_6,2298510
31_6,1755594
31_6,8116566
31_6,1738744
31_6,8107313
31_6,3286054
31_6,7028213
31_6,822932
31_6,694452
31_6,8452554
31_6,6219488
31_6,2669806
31_6,3114284
31_6,93996
31_6,8374752
31_6,235902
31_6,7237560
31_6,794328
31_6,3199416
31_6,1109993
31_6,1773373
31_6,3289191
31_6,1831706
31_6,7208612
31_6,294441
31_6,1705591
31_6,6383248
31_6,687536
31_6,3729083
31_6,5263535
31_6,3342943
31_6,4822147
31_6,1109994
31_6,3570087
31_6,8376971
31_6,2669804
31_6,1283095
31_6,5217474
31_6,3570084
31_6,5337293
31_6,4730096
31_6,2342211
31_6,712035
31_6,6303705
31_6,738530
31_6,2389484
31_6,2669802
31_6,6184313
31_6,8036498
31_6,1326474
31_6,842108
31_6,911634
31_6,4039687
31_6,883424
31_6,5880259
31_6,6941333
31_6,2533397
31_6,1631613
31_6,3342965
31_6,5263533
31_6,3729085
31_6,5210157
31_6,7722006
31_6,5721496
31_6,6892392
31_6,7113630
31_6,6762280
31_6,1173724
31_6,5395393
31_6,7522524
31_6,6082426
31_6,6488484
31_6,2466670
31_6,5687983
31_6,2867021
31_6,1560875
31_6,4787503
31_6,4470014
31_6,5066769
31_6,5234420
31_6,7113629
31_6,6184312
31_6,8538391
31_6,5898403
31_6,6426130
31_6,4953943
31_6,3288557
31_6,3755562
31_6,4326211
31_6,291823
31_6,979317
31_6,2669809
31_6,4822150
31_6,4077701
31_6,6383246
31_6,1560874
31_6,3729084
31_6,3286052
31_6,3780720
31_6,1208070
31_6,1705594
31_6,8067874
31_6,7424531
31_6,6916960
31_6,7573093
31_6,1003315
31_6,755560
31_6,7731154
31_6,4675029
31_6,7722007
31_6,3895210
31_6,294433
31_6,4822148
31_6,2727684
31_6,2557412
31_6,1623817
31_6,102937
31_6,2669803
31_6,7138392
31_6,6520903
31_6,6303707
31_6,4154402
31_6,2595243
31_6,2055424
31_6,712030
31_6,551744
31_6,2990863
31_6,4526003
31_6,1394509
31_6,6916963
31_6,5159283
31_6,2282263
31_6,2371719
31_6,5890683
31_6,1755595
31_6,3048649
31_6,3097289
31_6,7663308
31_6,7138388
31_6,5032914
31_6,7506461
31_6,6154944
31_6,4154401
31_6,2719802
31_6,8591069
31_6,6312425
31_6,2663784
31_6,8347391
31_6,2669810
31_6,5142905
31_6,193824
31_6,4077699
31_6,8282266
31_6,1606751
31_6,6199126
31_6,6976282
31_6,712033
31_6,6283425
31_6,2093185
31_6,1594161
31_6,6537759
31_6,85594
31_6,1026251
31_6,3389719
31_6,6021101
31_6,5229496
31_6,959743
31_6,3963326
31_6,3611778
31_6,4039691
31_6,6583875
31_6,5229497
31_6,7731153
31_6,6020297
31_6,85592
31_6,2176595
31_6,3752584
31_6,652342
31_6,1409689
31_6,1373526
31_6,3600663
31_6,7141711
31_6,6796404
31_6,1773375
31_6,854893
31_6,3617660
31_6,3611775
31_6,8821472
31_6,6976283
31_6,5921637
31_6,407556
31_6,3611779
31_6,407555
31_6,8445891
31_6,4154399
31_6,7663311
31_6,8400050
31_6,3611777
31_6,7112032
31_6,883417
31_6,3913611
31_6,5229503
31_6,1978146
31_6,3611776
31_6,660708
31_6,5229504
31_6,5229505
31_6,1412165
31_6,3426729
31_6,3236953
31_6,5907091
31_6,958088
31_6,4154403
31_6,694454
31_6,7495946
31_6,2700668
31_6,2055420
31_6,2786996
31_6,1978151
31_6,6312427
31_6,1037559
31_6,654264
31_6,4154398
31_6,682313
31_6,6976280
31_6,8591070
31_6,2055423
31_6,7588571
31_6,1253975
31_6,1738741
31_6,4077694
31_6,8304630
31_6,1289353
31_6,6976278
31_6,8591077
31_6,5734149
31_6,3218131
31_6,5575845
31_6,6769212
31_6,4154400
31_6,538624
31_6,7604450
31_6,5501192
31_6,3971566
31_6,538631
31_6,294438
31_6,8637099
31_6,538628
31_6,4278946
31_6,4278948
31_6,294437
31_6,8445896
31_7,7915255
31_7,2987137
31_7,7915247
31_7,1893295
31_7,3432824
31_7,5665473
31_7,965389
31_7,6002301
31_7,2987143
31_7,5665139
31_7,8584074
31_7,1558719
31_7,2477494
31_7,3130681
31_7,7915248
31_7,1558716
31_7,8713672
31_7,3357904
31_7,2478684
31_7,2792469
31_7,2818276
31_7,8678109
31_7,6251615
31_7,2477495
31_7,6605194
31_7,313036
31_7,4351732
31_7,643266
31_7,2069362
31_7,3438866
31_7,623133
31_7,788197
31_7,2153202
31_7,7021792
31_7,1536359
31_7,3546633
31_7,374437
31_7,1051026
31_7,4815804
31_7,5321726
31_7,6987847
31_7,5665140
31_7,3339730
31_7,6813058
31_7,1303417
31_7,1291131
31_7,3281782
31_7,3035143
31_7,2354885
31_7,5449439
31_7,5255787
31_7,8415619
31_7,6744899
31_7,994137
31_7,8262273
31_7,965394
31_7,736656
31_7,4238822
31_7,5648501
31_7,1389829
31_7,3980459
31_7,5483540
31_7,3126828
31_7,3633010
31_7,8804725
31_7,6987852
31_7,3445949
31_7,8480263
31_7,3357907
31_7,3126829
31_7,2347569
31_7,553032
31_7,8217972
31_7,6371590
31_7,4586012
31_7,1995510
31_7,4963156
31_7,1642252
31_7,1395835
31_7,709056
31_7,3947174
31_7,1053832
31_7,398399
31_7,1952117
31_7,2241187
31_7,1549566
31_7,5375220
31_7,7361293
31_7,5255788
31_7,2134155
31_7,8351089
31_7,3836522
31_7,2807697
31_7,139165
31_7,2241191
31_7,4291931
31_7,450574
31_7,2068492
31_7,777997
31_7,1354679
31_7,3390279
31_7,2747860
31_7,5256951
31_7,8692460
31_7,2084315
31_7,2393258
31_7,2070101
31_7,6906358
31_7,3633009
31_7,2938722
31_7,1001590
31_7,6504285
31_7,3331473
31_7,3964836
31_7,8054101
31_7,4780788
31_7,2573165
31_7,2761667
31_7,4889172
31_7,2986164
31_7,6030664
31_7,2719579
31_7,1623199
31_7,5111092
31_7,1841239
31_7,1165566
31_7,5535830
31_7,4296853
31_7,7375586
31_7,1984923
31_7,5329109
31_7,1447503
31_7,8136969
31_7,866736
31_7,4857523
31_7,3492270
31_7,2818279
31_7,6326348
31_7,5483545
31_7,3157214
31_7,5953736
31_7,8771909
31_7,3176837
31_7,2937873
31_7,4511430
31_7,3694122
31_7,2477499
31_7,6204855
31_7,5535908
31_7,4100960
31_7,5862685
31_7,6627121
31_7,7669981
31_7,1343199
31_7,5625933
31_7,4923758
31_7,431852
31_7,5613017
31_7,4228780
31_7,3633002
31_7,7226823
31_7,3633003
31_7,4810862
31_7,6166909
31_7,7226169
31_7,290041
31_7,8276687
31_7,8351091
31_7,1705596
31_7,3463256
31_7,3480979
31_7,5968568
31_7,3077158
31_7,3018913
31_7,2496010
31_7,3199068
31_7,2354883
31_7,7729708
31_7,3004413
31_7,5168969
31_7,8171386
31_7,7333084
31_7,443629
31_7,6766557
31_7,1163992
31_7,5431259
31_7,8276688
31_7,7698794
31_7,5256948
31_7,3004415
31_7,4225462
31_7,2412510
31_7,2471305
31_7,6457845
31_7,994134
31_7,3964835
31_7,2153199
31_7,2273648
31_7,474397
31_7,1965638
31_7,8691522
31_7,6925306
31_7,8292438
31_7,6877434
31_7,5509959
31_7,7736229
31_7,189487
31_7,5895122
31_7,5146854
31_7,4602015
31_7,6016447
31_7,3203548
31_7,6326347
31_7,7801270
31_7,6792738
31_7,6897637
31_7,1823435
31_7,2985604
31_7,6886611
31_7,1841243
31_7,7357935
31_7,5966670
31_7,7654453
31_7,6238431
31_7,1626817
31_7,2716336
31_7,7922819
31_7,4223058
31_7,5712903
31_7,2289773
31_7,8185831
31_7,5157798
31_7,7903867
31_7,1705589
31_7,4758755
31_7,337084
31_7,6417596
31_7,8381184
31_7,664138
31_7,2175051
31_7,5533077
31_7,5665138
31_7,1048512
31_7,8458501
31_7,4566869
31_7,5957734
31_7,8666126
31_7,5362891
31_7,8598264
31_7,7023991
31_7,316879
31_7,2512473
31_7,3481249
31_7,8791712
31_7,2412501
31_7,5988636
31_7,1994545
31_7,4929385
31_7,4702078
31_7,3646709
31_7,724619
31_7,4486549
31_7,7898358
31_7,8467315
31_7,3269285
31_7,6225552
31_7,8542955
31_7,9264
31_7,3551416
31_7,4610247
31_7,1713193
31_7,1838320
31_7,4324721
31_7,4399365
31_7,7340521
31_7,2072353
31_7,7367614
31_7,7367613
31_7,7915251
31_7,6204853
31_7,690948
31_7,8185835
31_7,994140
31_7,2121681
31_7,8235334
31_7,994139
31_7,3286293
31_7,6026030
31_7,8279952
31_7,3633516
31_7,3250712
31_7,6134627
31_7,3269758
31_7,5168978
31_7,7788051
31_7,3391005
31_7,5894555
31_7,7570269
31_7,3868883
31_7,5778967
31_7,2891048
31_7,2477493
31_7,1963702
31_7,170490
31_7,4520784
31_7,8583938
31_7,4489600
31_7,2513066
31_7,3058277
31_7,244281
31_7,6225554
31_7,5592055
31_7,7387958
31_7,4312658
31_7,4857521
31_7,7840306
31_7,7808317
31_7,1089179
31_7,7023987
31_7,4439595
31_7,3325446
31_7,4174550
31_7,2968369
31_7,345256
31_7,8090525
31_7,3391006
31_7,8689244
31_7,2397706
31_7,664445
31_7,6789146
31_7,2752457
31_7,8692551
31_7,2241210
31_7,8474523
31_7,2513069
31_7,5882822
31_7,5625372
31_7,4933508
31_7,5442906
31_7,2213710
31_7,7740573
31_7,4390482
31_7,3040996
31_7,3239462
31_7,664449
31_7,511236
31_7,8134582
31_7,442814
31_7,4449733
31_7,7513740
31_7,8088624
31_7,3293062
31_7,4175624
31_7,848441
31_7,2097797
31_7,2412505
31_7,1263741
31_7,1320688
31_7,6014375
31_7,8491645
31_7,803452
31_7,3203542
31_7,3792745
31_7,437353
31_7,1089732
31_7,5965167
31_7,4506236
31_7,2651651
31_7,1076412
31_7,4905075
31_7,3420384
31_7,6687709
31_7,3269762
31_7,5711509
31_7,7898703
31_7,116754
31_7,7672520
31_7,6196546
31_7,5168976
31_7,1071960
31_7,1537471
31_7,8636758
31_7,8419450
31_7,8669932
31_7,5882826
31_7,945012
31_7,1231088
31_7,3812199
31_7,7545723
31_7,2888784
31_7,1454220
31_7,7911418
31_7,6202155
31_7,2333027
31_7,8199109
31_7,7479032
31_7,999401
31_7,5483538
31_7,6861101
31_7,278570
31_7,1095560
31_7,3329027
31_7,1156438
31_7,4644672
31_7,2383985
31_7,3342681
31_7,1569130
31_7,1905797
31_7,2844130
31_7,6813051
31_7,2838949
31_7,3269754
31_7,6964484
31_7,52264
31_7,8278775
31_7,3840372
31_7,3778091
31_7,8199106
31_7,314595
31_7,303341
31_7,1564045
31_7,4609115
31_7,1508226
31_7,1141469
31_7,3851996
31_7,5386023
31_7,2372820
31_7,6334474
31_7,6571700
31_7,194091
31_7,8172382
31_7,3185633
31_7,6824810
31_7,8352665
31_7,2882939
31_7,4628498
31_7,2195093
31_7,5885770
31_7,4541164
31_7,3399168
31_7,577640
31_7,7807771
31_7,6903811
31_7,1361939
31_7,3756705
31_7,7808319
31_7,3607938
31_7,1301978
31_7,4895758
31_7,5923955
31_7,7951654
31_7,2492854
31_7,1847946
31_7,4846401
31_7,1153529
31_7,7957865
31_7,1131476
31_7,6265890
31_7,2844126
31_7,6824808
31_7,1706902
31_7,3119243
31_7,4948482
31_7,3633522
31_7,3224930
31_7,7332170
31_7,1375553
31_7,1654135
31_7,3175309
31_7,913327
31_7,901947
31_7,6925309
31_7,3528366
31_7,533801
31_7,3897769
31_7,3455956
31_7,1339135
31_7,2744476
31_7,1777798
31_7,1569122
31_7,324769
31_7,6903820
31_7,448829
31_7,4186433
31_7,5967608
31_7,835148
31_7,6764670
31_7,8144664
31_7,3114282
31_7,2318267
31_7,1959905
31_7,349724
31_7,7163641
31_7,1129238
31_7,2511713
31_7,5712898
31_7,8601616
31_7,1624088
31_7,2801197
31_7,609710
31_7,6888184
31_7,7899103
31_7,962812
31_7,484336
31_7,338105
31_7,5691905
31_7,3283514
31_7,3610976
31_7,4427270
31_7,7878036
31_7,420317
31_7,2300425
31_7,3146371
31_7,1958113
31_7,3824886
31_7,6534393
31_7,3693273
31_7,2870349
31_7,5432572
31_7,6534391
31_7,3818696
31_7,3426998
31_7,4573749
31_7,7384458
31_7,4785166
31_7,1843371
31_7,2017184
31_7,8472946
31_7,1949918
31_7,3909168
31_7,6816527
31_7,7095055
31_7,8171387
31_7,5256952
31_7,6596186
31_7,1790270
31_7,6058965
31_7,4904080
31_7,7691519
31_7,6881058
31_7,7150730
31_7,999243
31_7,3770450
31_7,2674142
31_7,1966149
31_7,6719209
31_7,5163946
31_7,1232996
31_7,309790
31_7,8504509
31_7,8669927
31_7,3304755
31_7,6017233
31_7,5340995
31_7,1766741
31_7,999266
31_7,1422484
31_7,8013850
31_7,784858
31_7,1954718
31_7,7154787
31_7,4419928
31_7,541649
31_7,2850521
31_7,3654211
31_7,2786359
31_7,7728880
31_7,2548743
31_7,5232784
31_7,2454225
31_7,6818512
31_7,7141311
31_7,5178744
31_7,4683105
31_7,1259357
31_7,5930973
31_7,808032
31_7,8291654
31_7,3077326
31_7,2347577
31_7,1647729
31_7,5491762
31_7,4541159
31_7,3369530
31_7,7659
31_7,455622
31_7,829253
31_7,6639579
31_7,1732949
31_7,2700393
31_7,4999612
31_7,7355186
31_7,4521079
31_7,6796
31_7,3700037
31_7,7060143
31_7,3523287
31_7,6145739
31_7,709978
31_7,1157010
31_7,6795896
31_7,6960572
31_7,1777804
31_7,4850456
31_7,4143554
31_7,5126053
31_7,2399211
31_7,923028
31_7,2194365
31_7,3077321
31_7,5387042
31_7,7878030
31_7,378969
31_7,3891306
31_7,5263269
31_7,1701124
31_7,3796612
31_7,6205394
31_7,6932795
31_7,3520872
31_7,4645013
31_7,6171562
31_7,2924295
31_7,6476030
31_7,350621
31_7,2548747
31_7,3261157
31_7,4816965
31_7,3796609
31_7,5325999
31_7,2985117
31_7,5263277
31_7,5147647
31_7,8231004
31_7,8636099
31_7,860028
31_7,8760939
